hisco_1_id;hisco_2_id;label2;description2;label1;description1;hisco_3_id;label3;description3;hisco_45_id;label45;description45;hisco_full_id;hisco_full_id_pretty
9;4;Production And Related Workers Not Elsewhere Classified;"Workers in this group are production and related workers who are not classified in any other minor group. Included in this group are craftsmen and specialised workers performing functions requiring application of particular techniques; use of particular tools or machines and abilities and experience in working particular materials in order to make such articles as musical instruments; baskets and brushes; products of cast concrete, asbestos cement, artificial stone and other non-metallic mineral products; objects of cork; linoleum; dolls and stuffed toys; rubber stamps; candles; photographic film and paper; matches; buttons; and various other products. The group also includes those who prepare and stuff skins of animals and birds to give life-like form. Also included are those performing other product-making and processing tasks not elsewhere classified.";Production and related workers, transport equipment operators and labourers;"Workers in this major group are engaged in or directly associated with the extraction of minerals, petroleum and natural gas from the earth and their treatment; manufacturing processes; the construction, maintenance and repair of various types of roads, structures, machines and other products. Also included are those who handle materials, operate transport and other equipment and perform labouring tasks requiring primarily physical effort.";3;Non-Metallic Mineral Product Makers;"Workers in this unit group make products composed primarily of non-metallic mineral materials. Their functions include: performing one or more tasks in the manufacture of pre-cast concrete products such as flagstones, fencing posts, moulded pipe sections and trench liners, walling and partition slabs, or in making asbestos cement products such as building components, cable conduits, fume and dust extraction conduits, or in making cast stone for building purposes; performing related tasks.";90;Other Non-Metallic Mineral Product Makers;This group includes non-metallic mineral product makers not elsewhere classified, for example those making abrasive-coated cloth and paper.;94390;9-43.90
9;4;Production And Related Workers Not Elsewhere Classified;"Workers in this group are production and related workers who are not classified in any other minor group. Included in this group are craftsmen and specialised workers performing functions requiring application of particular techniques; use of particular tools or machines and abilities and experience in working particular materials in order to make such articles as musical instruments; baskets and brushes; products of cast concrete, asbestos cement, artificial stone and other non-metallic mineral products; objects of cork; linoleum; dolls and stuffed toys; rubber stamps; candles; photographic film and paper; matches; buttons; and various other products. The group also includes those who prepare and stuff skins of animals and birds to give life-like form. Also included are those performing other product-making and processing tasks not elsewhere classified.";Production and related workers, transport equipment operators and labourers;"Workers in this major group are engaged in or directly associated with the extraction of minerals, petroleum and natural gas from the earth and their treatment; manufacturing processes; the construction, maintenance and repair of various types of roads, structures, machines and other products. Also included are those who handle materials, operate transport and other equipment and perform labouring tasks requiring primarily physical effort.";9;Other Production and Related Workers;"Workers in this unit group are production and related workers not classified in any other unit group. Their functions include: preparing, stuffing and mounting skins of animals and birds; performing one or more tasks in the making of products such as linoleum, dolls, stuffed toys, candles, photographic film and paper, pencils, crayons and coloured chalks, matches, corks and other articles of cork, buttons, metal and wooden toys; making rubber stamps; inspecting finished products or parts for conformance to manufacturer's standards, finish and appearance.";0;Other Production or Related Worker, Specialisation Unknown;May perform any (but not all) of the occupational activities in unit group 9-49.;94900;9-49.00
9;4;Production And Related Workers Not Elsewhere Classified;"Workers in this group are production and related workers who are not classified in any other minor group. Included in this group are craftsmen and specialised workers performing functions requiring application of particular techniques; use of particular tools or machines and abilities and experience in working particular materials in order to make such articles as musical instruments; baskets and brushes; products of cast concrete, asbestos cement, artificial stone and other non-metallic mineral products; objects of cork; linoleum; dolls and stuffed toys; rubber stamps; candles; photographic film and paper; matches; buttons; and various other products. The group also includes those who prepare and stuff skins of animals and birds to give life-like form. Also included are those performing other product-making and processing tasks not elsewhere classified.";Production and related workers, transport equipment operators and labourers;"Workers in this major group are engaged in or directly associated with the extraction of minerals, petroleum and natural gas from the earth and their treatment; manufacturing processes; the construction, maintenance and repair of various types of roads, structures, machines and other products. Also included are those who handle materials, operate transport and other equipment and perform labouring tasks requiring primarily physical effort.";9;Other Production and Related Workers;"Workers in this unit group are production and related workers not classified in any other unit group. Their functions include: preparing, stuffing and mounting skins of animals and birds; performing one or more tasks in the making of products such as linoleum, dolls, stuffed toys, candles, photographic film and paper, pencils, crayons and coloured chalks, matches, corks and other articles of cork, buttons, metal and wooden toys; making rubber stamps; inspecting finished products or parts for conformance to manufacturer's standards, finish and appearance.";20;Taxidermist;Prepares, stuffs and mounts skins of animals and birds in life-like form.;94920;9-49.20
9;4;Production And Related Workers Not Elsewhere Classified;"Workers in this group are production and related workers who are not classified in any other minor group. Included in this group are craftsmen and specialised workers performing functions requiring application of particular techniques; use of particular tools or machines and abilities and experience in working particular materials in order to make such articles as musical instruments; baskets and brushes; products of cast concrete, asbestos cement, artificial stone and other non-metallic mineral products; objects of cork; linoleum; dolls and stuffed toys; rubber stamps; candles; photographic film and paper; matches; buttons; and various other products. The group also includes those who prepare and stuff skins of animals and birds to give life-like form. Also included are those performing other product-making and processing tasks not elsewhere classified.";Production and related workers, transport equipment operators and labourers;"Workers in this major group are engaged in or directly associated with the extraction of minerals, petroleum and natural gas from the earth and their treatment; manufacturing processes; the construction, maintenance and repair of various types of roads, structures, machines and other products. Also included are those who handle materials, operate transport and other equipment and perform labouring tasks requiring primarily physical effort.";9;Other Production and Related Workers;"Workers in this unit group are production and related workers not classified in any other unit group. Their functions include: preparing, stuffing and mounting skins of animals and birds; performing one or more tasks in the making of products such as linoleum, dolls, stuffed toys, candles, photographic film and paper, pencils, crayons and coloured chalks, matches, corks and other articles of cork, buttons, metal and wooden toys; making rubber stamps; inspecting finished products or parts for conformance to manufacturer's standards, finish and appearance.";30;Linoleum Maker;Performs one or more tasks in the making of linoleum.;94930;9-49.30
9;4;Production And Related Workers Not Elsewhere Classified;"Workers in this group are production and related workers who are not classified in any other minor group. Included in this group are craftsmen and specialised workers performing functions requiring application of particular techniques; use of particular tools or machines and abilities and experience in working particular materials in order to make such articles as musical instruments; baskets and brushes; products of cast concrete, asbestos cement, artificial stone and other non-metallic mineral products; objects of cork; linoleum; dolls and stuffed toys; rubber stamps; candles; photographic film and paper; matches; buttons; and various other products. The group also includes those who prepare and stuff skins of animals and birds to give life-like form. Also included are those performing other product-making and processing tasks not elsewhere classified.";Production and related workers, transport equipment operators and labourers;"Workers in this major group are engaged in or directly associated with the extraction of minerals, petroleum and natural gas from the earth and their treatment; manufacturing processes; the construction, maintenance and repair of various types of roads, structures, machines and other products. Also included are those who handle materials, operate transport and other equipment and perform labouring tasks requiring primarily physical effort.";9;Other Production and Related Workers;"Workers in this unit group are production and related workers not classified in any other unit group. Their functions include: preparing, stuffing and mounting skins of animals and birds; performing one or more tasks in the making of products such as linoleum, dolls, stuffed toys, candles, photographic film and paper, pencils, crayons and coloured chalks, matches, corks and other articles of cork, buttons, metal and wooden toys; making rubber stamps; inspecting finished products or parts for conformance to manufacturer's standards, finish and appearance.";40;Doll Toy and Stuffed Maker;Performs one or more hand or machine tasks in the making and repairing of dolls or stuffed toys.;94940;9-49.40
9;4;Production And Related Workers Not Elsewhere Classified;"Workers in this group are production and related workers who are not classified in any other minor group. Included in this group are craftsmen and specialised workers performing functions requiring application of particular techniques; use of particular tools or machines and abilities and experience in working particular materials in order to make such articles as musical instruments; baskets and brushes; products of cast concrete, asbestos cement, artificial stone and other non-metallic mineral products; objects of cork; linoleum; dolls and stuffed toys; rubber stamps; candles; photographic film and paper; matches; buttons; and various other products. The group also includes those who prepare and stuff skins of animals and birds to give life-like form. Also included are those performing other product-making and processing tasks not elsewhere classified.";Production and related workers, transport equipment operators and labourers;"Workers in this major group are engaged in or directly associated with the extraction of minerals, petroleum and natural gas from the earth and their treatment; manufacturing processes; the construction, maintenance and repair of various types of roads, structures, machines and other products. Also included are those who handle materials, operate transport and other equipment and perform labouring tasks requiring primarily physical effort.";9;Other Production and Related Workers;"Workers in this unit group are production and related workers not classified in any other unit group. Their functions include: preparing, stuffing and mounting skins of animals and birds; performing one or more tasks in the making of products such as linoleum, dolls, stuffed toys, candles, photographic film and paper, pencils, crayons and coloured chalks, matches, corks and other articles of cork, buttons, metal and wooden toys; making rubber stamps; inspecting finished products or parts for conformance to manufacturer's standards, finish and appearance.";50;Rubber Stamp Maker;Makes rubber stamps to order and mounts them for use.;94950;9-49.50
9;4;Production And Related Workers Not Elsewhere Classified;"Workers in this group are production and related workers who are not classified in any other minor group. Included in this group are craftsmen and specialised workers performing functions requiring application of particular techniques; use of particular tools or machines and abilities and experience in working particular materials in order to make such articles as musical instruments; baskets and brushes; products of cast concrete, asbestos cement, artificial stone and other non-metallic mineral products; objects of cork; linoleum; dolls and stuffed toys; rubber stamps; candles; photographic film and paper; matches; buttons; and various other products. The group also includes those who prepare and stuff skins of animals and birds to give life-like form. Also included are those performing other product-making and processing tasks not elsewhere classified.";Production and related workers, transport equipment operators and labourers;"Workers in this major group are engaged in or directly associated with the extraction of minerals, petroleum and natural gas from the earth and their treatment; manufacturing processes; the construction, maintenance and repair of various types of roads, structures, machines and other products. Also included are those who handle materials, operate transport and other equipment and perform labouring tasks requiring primarily physical effort.";9;Other Production and Related Workers;"Workers in this unit group are production and related workers not classified in any other unit group. Their functions include: preparing, stuffing and mounting skins of animals and birds; performing one or more tasks in the making of products such as linoleum, dolls, stuffed toys, candles, photographic film and paper, pencils, crayons and coloured chalks, matches, corks and other articles of cork, buttons, metal and wooden toys; making rubber stamps; inspecting finished products or parts for conformance to manufacturer's standards, finish and appearance.";60;Candle Maker;Performs one or more tasks in the manufacture of candles by dipping or moulding.;94960;9-49.60
9;4;Production And Related Workers Not Elsewhere Classified;"Workers in this group are production and related workers who are not classified in any other minor group. Included in this group are craftsmen and specialised workers performing functions requiring application of particular techniques; use of particular tools or machines and abilities and experience in working particular materials in order to make such articles as musical instruments; baskets and brushes; products of cast concrete, asbestos cement, artificial stone and other non-metallic mineral products; objects of cork; linoleum; dolls and stuffed toys; rubber stamps; candles; photographic film and paper; matches; buttons; and various other products. The group also includes those who prepare and stuff skins of animals and birds to give life-like form. Also included are those performing other product-making and processing tasks not elsewhere classified.";Production and related workers, transport equipment operators and labourers;"Workers in this major group are engaged in or directly associated with the extraction of minerals, petroleum and natural gas from the earth and their treatment; manufacturing processes; the construction, maintenance and repair of various types of roads, structures, machines and other products. Also included are those who handle materials, operate transport and other equipment and perform labouring tasks requiring primarily physical effort.";9;Other Production and Related Workers;"Workers in this unit group are production and related workers not classified in any other unit group. Their functions include: preparing, stuffing and mounting skins of animals and birds; performing one or more tasks in the making of products such as linoleum, dolls, stuffed toys, candles, photographic film and paper, pencils, crayons and coloured chalks, matches, corks and other articles of cork, buttons, metal and wooden toys; making rubber stamps; inspecting finished products or parts for conformance to manufacturer's standards, finish and appearance.";70;Photographic Film and Paper Maker;Performs one or more tasks in the making of photographic film and paper.;94970;9-49.70
9;4;Production And Related Workers Not Elsewhere Classified;"Workers in this group are production and related workers who are not classified in any other minor group. Included in this group are craftsmen and specialised workers performing functions requiring application of particular techniques; use of particular tools or machines and abilities and experience in working particular materials in order to make such articles as musical instruments; baskets and brushes; products of cast concrete, asbestos cement, artificial stone and other non-metallic mineral products; objects of cork; linoleum; dolls and stuffed toys; rubber stamps; candles; photographic film and paper; matches; buttons; and various other products. The group also includes those who prepare and stuff skins of animals and birds to give life-like form. Also included are those performing other product-making and processing tasks not elsewhere classified.";Production and related workers, transport equipment operators and labourers;"Workers in this major group are engaged in or directly associated with the extraction of minerals, petroleum and natural gas from the earth and their treatment; manufacturing processes; the construction, maintenance and repair of various types of roads, structures, machines and other products. Also included are those who handle materials, operate transport and other equipment and perform labouring tasks requiring primarily physical effort.";9;Other Production and Related Workers;"Workers in this unit group are production and related workers not classified in any other unit group. Their functions include: preparing, stuffing and mounting skins of animals and birds; performing one or more tasks in the making of products such as linoleum, dolls, stuffed toys, candles, photographic film and paper, pencils, crayons and coloured chalks, matches, corks and other articles of cork, buttons, metal and wooden toys; making rubber stamps; inspecting finished products or parts for conformance to manufacturer's standards, finish and appearance.";80;Quality Inspector;Inspects finished products or parts for conformance to manufacturer's standards, finish and appearance.;94980;9-49.80
9;4;Production And Related Workers Not Elsewhere Classified;"Workers in this group are production and related workers who are not classified in any other minor group. Included in this group are craftsmen and specialised workers performing functions requiring application of particular techniques; use of particular tools or machines and abilities and experience in working particular materials in order to make such articles as musical instruments; baskets and brushes; products of cast concrete, asbestos cement, artificial stone and other non-metallic mineral products; objects of cork; linoleum; dolls and stuffed toys; rubber stamps; candles; photographic film and paper; matches; buttons; and various other products. The group also includes those who prepare and stuff skins of animals and birds to give life-like form. Also included are those performing other product-making and processing tasks not elsewhere classified.";Production and related workers, transport equipment operators and labourers;"Workers in this major group are engaged in or directly associated with the extraction of minerals, petroleum and natural gas from the earth and their treatment; manufacturing processes; the construction, maintenance and repair of various types of roads, structures, machines and other products. Also included are those who handle materials, operate transport and other equipment and perform labouring tasks requiring primarily physical effort.";9;Other Production and Related Workers;"Workers in this unit group are production and related workers not classified in any other unit group. Their functions include: preparing, stuffing and mounting skins of animals and birds; performing one or more tasks in the making of products such as linoleum, dolls, stuffed toys, candles, photographic film and paper, pencils, crayons and coloured chalks, matches, corks and other articles of cork, buttons, metal and wooden toys; making rubber stamps; inspecting finished products or parts for conformance to manufacturer's standards, finish and appearance.";90;Other Production and Related Workers Not Elsewhere Classified;"This group includes other production and related workers not elsewhere classified, for example those who make footwear from raffia, straw or similar material; operate machines in the making of matches; operate machines in the making of wood-encased pencil";94990;9-49.90
9;0;Rubber And Plastics Product Makers;Workers in this unit group knead and blend raw rubber and rubber compounds and make articles, such as industrial accessories, footwear, domestic articles, sports and life-saving equipment and pneumatic tires, from natural and synthetic rubber and plastics, by extruding, moulding, laminating and vulcanising. Makers of sewn and stitched garments, gloves, furniture coverings and trimmings of rubber, rubberised or plastic materials are classified in minor group 7-9. Workers treating crude rubber (latex) to coagulate and cure (smoke) it are classified in 7-49.90.;Production and related workers, transport equipment operators and labourers;"Workers in this major group are engaged in or directly associated with the extraction of minerals, petroleum and natural gas from the earth and their treatment; manufacturing processes; the construction, maintenance and repair of various types of roads, structures, machines and other products. Also included are those who handle materials, operate transport and other equipment and perform labouring tasks requiring primarily physical effort.";1;Rubber and Plastics Product Makers (except Tire Makers and Tire Vulcanisers);"Workers in this until group knead and blend raw rubber and rubber compounds and work natural and synthetic rubber and plastics in the manufacture of such products as moulded footwear, domestic articles, toys, sporting equipment, insulating materials, industrial accessories and life-saving equipment. Their functions include: kneading, mixing and blending raw rubber and rubber compounds for further processing; producing sheets of rubber or rubberised fabric by a rolling process; operating machines extruding compounded rubber; shaping uncured rubber by moulding; assembling domestic and other rubber goods; shaping plastic materials by injection-moulding, compression-moulding and extrusion; laminating plastics or plastic-impregnated materials; assembling or fabricating plastic products; and performing related tasks.";0;Rubber Product Maker, Specialisation Unknown;May perform any (but not all) of the occupations described in unit group 9-01.;90100;9-01.00
9;0;Rubber And Plastics Product Makers;Workers in this unit group knead and blend raw rubber and rubber compounds and make articles, such as industrial accessories, footwear, domestic articles, sports and life-saving equipment and pneumatic tires, from natural and synthetic rubber and plastics, by extruding, moulding, laminating and vulcanising. Makers of sewn and stitched garments, gloves, furniture coverings and trimmings of rubber, rubberised or plastic materials are classified in minor group 7-9. Workers treating crude rubber (latex) to coagulate and cure (smoke) it are classified in 7-49.90.;Production and related workers, transport equipment operators and labourers;"Workers in this major group are engaged in or directly associated with the extraction of minerals, petroleum and natural gas from the earth and their treatment; manufacturing processes; the construction, maintenance and repair of various types of roads, structures, machines and other products. Also included are those who handle materials, operate transport and other equipment and perform labouring tasks requiring primarily physical effort.";1;Rubber and Plastics Product Makers (except Tire Makers and Tire Vulcanisers);"Workers in this until group knead and blend raw rubber and rubber compounds and work natural and synthetic rubber and plastics in the manufacture of such products as moulded footwear, domestic articles, toys, sporting equipment, insulating materials, industrial accessories and life-saving equipment. Their functions include: kneading, mixing and blending raw rubber and rubber compounds for further processing; producing sheets of rubber or rubberised fabric by a rolling process; operating machines extruding compounded rubber; shaping uncured rubber by moulding; assembling domestic and other rubber goods; shaping plastic materials by injection-moulding, compression-moulding and extrusion; laminating plastics or plastic-impregnated materials; assembling or fabricating plastic products; and performing related tasks.";20;Rubber Millman;Operates a machine which kneads, mixes, blends or warms raw rubber or rubber compounds for further processing.;90120;9-01.20
9;0;Rubber And Plastics Product Makers;Workers in this unit group knead and blend raw rubber and rubber compounds and make articles, such as industrial accessories, footwear, domestic articles, sports and life-saving equipment and pneumatic tires, from natural and synthetic rubber and plastics, by extruding, moulding, laminating and vulcanising. Makers of sewn and stitched garments, gloves, furniture coverings and trimmings of rubber, rubberised or plastic materials are classified in minor group 7-9. Workers treating crude rubber (latex) to coagulate and cure (smoke) it are classified in 7-49.90.;Production and related workers, transport equipment operators and labourers;"Workers in this major group are engaged in or directly associated with the extraction of minerals, petroleum and natural gas from the earth and their treatment; manufacturing processes; the construction, maintenance and repair of various types of roads, structures, machines and other products. Also included are those who handle materials, operate transport and other equipment and perform labouring tasks requiring primarily physical effort.";1;Rubber and Plastics Product Makers (except Tire Makers and Tire Vulcanisers);"Workers in this until group knead and blend raw rubber and rubber compounds and work natural and synthetic rubber and plastics in the manufacture of such products as moulded footwear, domestic articles, toys, sporting equipment, insulating materials, industrial accessories and life-saving equipment. Their functions include: kneading, mixing and blending raw rubber and rubber compounds for further processing; producing sheets of rubber or rubberised fabric by a rolling process; operating machines extruding compounded rubber; shaping uncured rubber by moulding; assembling domestic and other rubber goods; shaping plastic materials by injection-moulding, compression-moulding and extrusion; laminating plastics or plastic-impregnated materials; assembling or fabricating plastic products; and performing related tasks.";25;Rubber Calender Operator;Operates a machine which produces sheets of rubber or rubberised fabric by a rolling process.;90125;9-01.25
9;0;Rubber And Plastics Product Makers;Workers in this unit group knead and blend raw rubber and rubber compounds and make articles, such as industrial accessories, footwear, domestic articles, sports and life-saving equipment and pneumatic tires, from natural and synthetic rubber and plastics, by extruding, moulding, laminating and vulcanising. Makers of sewn and stitched garments, gloves, furniture coverings and trimmings of rubber, rubberised or plastic materials are classified in minor group 7-9. Workers treating crude rubber (latex) to coagulate and cure (smoke) it are classified in 7-49.90.;Production and related workers, transport equipment operators and labourers;"Workers in this major group are engaged in or directly associated with the extraction of minerals, petroleum and natural gas from the earth and their treatment; manufacturing processes; the construction, maintenance and repair of various types of roads, structures, machines and other products. Also included are those who handle materials, operate transport and other equipment and perform labouring tasks requiring primarily physical effort.";1;Rubber and Plastics Product Makers (except Tire Makers and Tire Vulcanisers);"Workers in this until group knead and blend raw rubber and rubber compounds and work natural and synthetic rubber and plastics in the manufacture of such products as moulded footwear, domestic articles, toys, sporting equipment, insulating materials, industrial accessories and life-saving equipment. Their functions include: kneading, mixing and blending raw rubber and rubber compounds for further processing; producing sheets of rubber or rubberised fabric by a rolling process; operating machines extruding compounded rubber; shaping uncured rubber by moulding; assembling domestic and other rubber goods; shaping plastic materials by injection-moulding, compression-moulding and extrusion; laminating plastics or plastic-impregnated materials; assembling or fabricating plastic products; and performing related tasks.";30;Rubber Extruding-Machine Operator;Sets up and operates a machine in which compounded rubber is extruded through heated die to form continuous shaped strip.;90130;9-01.30
9;0;Rubber And Plastics Product Makers;Workers in this unit group knead and blend raw rubber and rubber compounds and make articles, such as industrial accessories, footwear, domestic articles, sports and life-saving equipment and pneumatic tires, from natural and synthetic rubber and plastics, by extruding, moulding, laminating and vulcanising. Makers of sewn and stitched garments, gloves, furniture coverings and trimmings of rubber, rubberised or plastic materials are classified in minor group 7-9. Workers treating crude rubber (latex) to coagulate and cure (smoke) it are classified in 7-49.90.;Production and related workers, transport equipment operators and labourers;"Workers in this major group are engaged in or directly associated with the extraction of minerals, petroleum and natural gas from the earth and their treatment; manufacturing processes; the construction, maintenance and repair of various types of roads, structures, machines and other products. Also included are those who handle materials, operate transport and other equipment and perform labouring tasks requiring primarily physical effort.";1;Rubber and Plastics Product Makers (except Tire Makers and Tire Vulcanisers);"Workers in this until group knead and blend raw rubber and rubber compounds and work natural and synthetic rubber and plastics in the manufacture of such products as moulded footwear, domestic articles, toys, sporting equipment, insulating materials, industrial accessories and life-saving equipment. Their functions include: kneading, mixing and blending raw rubber and rubber compounds for further processing; producing sheets of rubber or rubberised fabric by a rolling process; operating machines extruding compounded rubber; shaping uncured rubber by moulding; assembling domestic and other rubber goods; shaping plastic materials by injection-moulding, compression-moulding and extrusion; laminating plastics or plastic-impregnated materials; assembling or fabricating plastic products; and performing related tasks.";35;Rubber Moulding-Press Operator;Operates a machine in which soft, uncured rubber is shaped in mould and vulcanised by steam heat. Tire moulder is classified in 9-02.30.;90135;9-01.35
9;0;Rubber And Plastics Product Makers;Workers in this unit group knead and blend raw rubber and rubber compounds and make articles, such as industrial accessories, footwear, domestic articles, sports and life-saving equipment and pneumatic tires, from natural and synthetic rubber and plastics, by extruding, moulding, laminating and vulcanising. Makers of sewn and stitched garments, gloves, furniture coverings and trimmings of rubber, rubberised or plastic materials are classified in minor group 7-9. Workers treating crude rubber (latex) to coagulate and cure (smoke) it are classified in 7-49.90.;Production and related workers, transport equipment operators and labourers;"Workers in this major group are engaged in or directly associated with the extraction of minerals, petroleum and natural gas from the earth and their treatment; manufacturing processes; the construction, maintenance and repair of various types of roads, structures, machines and other products. Also included are those who handle materials, operate transport and other equipment and perform labouring tasks requiring primarily physical effort.";1;Rubber and Plastics Product Makers (except Tire Makers and Tire Vulcanisers);"Workers in this until group knead and blend raw rubber and rubber compounds and work natural and synthetic rubber and plastics in the manufacture of such products as moulded footwear, domestic articles, toys, sporting equipment, insulating materials, industrial accessories and life-saving equipment. Their functions include: kneading, mixing and blending raw rubber and rubber compounds for further processing; producing sheets of rubber or rubberised fabric by a rolling process; operating machines extruding compounded rubber; shaping uncured rubber by moulding; assembling domestic and other rubber goods; shaping plastic materials by injection-moulding, compression-moulding and extrusion; laminating plastics or plastic-impregnated materials; assembling or fabricating plastic products; and performing related tasks.";40;Rubber Goods Assembler;Assembles rubber goods such as water bottles, ice bags, toys, ring cushions and sports articles from fabricated parts.;90140;9-01.40
9;0;Rubber And Plastics Product Makers;Workers in this unit group knead and blend raw rubber and rubber compounds and make articles, such as industrial accessories, footwear, domestic articles, sports and life-saving equipment and pneumatic tires, from natural and synthetic rubber and plastics, by extruding, moulding, laminating and vulcanising. Makers of sewn and stitched garments, gloves, furniture coverings and trimmings of rubber, rubberised or plastic materials are classified in minor group 7-9. Workers treating crude rubber (latex) to coagulate and cure (smoke) it are classified in 7-49.90.;Production and related workers, transport equipment operators and labourers;"Workers in this major group are engaged in or directly associated with the extraction of minerals, petroleum and natural gas from the earth and their treatment; manufacturing processes; the construction, maintenance and repair of various types of roads, structures, machines and other products. Also included are those who handle materials, operate transport and other equipment and perform labouring tasks requiring primarily physical effort.";1;Rubber and Plastics Product Makers (except Tire Makers and Tire Vulcanisers);"Workers in this until group knead and blend raw rubber and rubber compounds and work natural and synthetic rubber and plastics in the manufacture of such products as moulded footwear, domestic articles, toys, sporting equipment, insulating materials, industrial accessories and life-saving equipment. Their functions include: kneading, mixing and blending raw rubber and rubber compounds for further processing; producing sheets of rubber or rubberised fabric by a rolling process; operating machines extruding compounded rubber; shaping uncured rubber by moulding; assembling domestic and other rubber goods; shaping plastic materials by injection-moulding, compression-moulding and extrusion; laminating plastics or plastic-impregnated materials; assembling or fabricating plastic products; and performing related tasks.";50;Plastics Injection-Moulding Machine- Operator;Sets up and operates machine in which plastic materials are shaped by injection-moulding.;90150;9-01.50
9;0;Rubber And Plastics Product Makers;Workers in this unit group knead and blend raw rubber and rubber compounds and make articles, such as industrial accessories, footwear, domestic articles, sports and life-saving equipment and pneumatic tires, from natural and synthetic rubber and plastics, by extruding, moulding, laminating and vulcanising. Makers of sewn and stitched garments, gloves, furniture coverings and trimmings of rubber, rubberised or plastic materials are classified in minor group 7-9. Workers treating crude rubber (latex) to coagulate and cure (smoke) it are classified in 7-49.90.;Production and related workers, transport equipment operators and labourers;"Workers in this major group are engaged in or directly associated with the extraction of minerals, petroleum and natural gas from the earth and their treatment; manufacturing processes; the construction, maintenance and repair of various types of roads, structures, machines and other products. Also included are those who handle materials, operate transport and other equipment and perform labouring tasks requiring primarily physical effort.";1;Rubber and Plastics Product Makers (except Tire Makers and Tire Vulcanisers);"Workers in this until group knead and blend raw rubber and rubber compounds and work natural and synthetic rubber and plastics in the manufacture of such products as moulded footwear, domestic articles, toys, sporting equipment, insulating materials, industrial accessories and life-saving equipment. Their functions include: kneading, mixing and blending raw rubber and rubber compounds for further processing; producing sheets of rubber or rubberised fabric by a rolling process; operating machines extruding compounded rubber; shaping uncured rubber by moulding; assembling domestic and other rubber goods; shaping plastic materials by injection-moulding, compression-moulding and extrusion; laminating plastics or plastic-impregnated materials; assembling or fabricating plastic products; and performing related tasks.";55;Plastics Compression-Moulding Machine-Operator;Sets up and operates machine in which plastic materials are shaped by compression-moulding.;90155;9-01.55
9;0;Rubber And Plastics Product Makers;Workers in this unit group knead and blend raw rubber and rubber compounds and make articles, such as industrial accessories, footwear, domestic articles, sports and life-saving equipment and pneumatic tires, from natural and synthetic rubber and plastics, by extruding, moulding, laminating and vulcanising. Makers of sewn and stitched garments, gloves, furniture coverings and trimmings of rubber, rubberised or plastic materials are classified in minor group 7-9. Workers treating crude rubber (latex) to coagulate and cure (smoke) it are classified in 7-49.90.;Production and related workers, transport equipment operators and labourers;"Workers in this major group are engaged in or directly associated with the extraction of minerals, petroleum and natural gas from the earth and their treatment; manufacturing processes; the construction, maintenance and repair of various types of roads, structures, machines and other products. Also included are those who handle materials, operate transport and other equipment and perform labouring tasks requiring primarily physical effort.";1;Rubber and Plastics Product Makers (except Tire Makers and Tire Vulcanisers);"Workers in this until group knead and blend raw rubber and rubber compounds and work natural and synthetic rubber and plastics in the manufacture of such products as moulded footwear, domestic articles, toys, sporting equipment, insulating materials, industrial accessories and life-saving equipment. Their functions include: kneading, mixing and blending raw rubber and rubber compounds for further processing; producing sheets of rubber or rubberised fabric by a rolling process; operating machines extruding compounded rubber; shaping uncured rubber by moulding; assembling domestic and other rubber goods; shaping plastic materials by injection-moulding, compression-moulding and extrusion; laminating plastics or plastic-impregnated materials; assembling or fabricating plastic products; and performing related tasks.";60;Plastics Extruding-Machine-Operator;Sets up and operates a machine in which plastic materials are extruded through a die to form continuous rods, tubes, strips and other products.;90160;9-01.60
9;0;Rubber And Plastics Product Makers;Workers in this unit group knead and blend raw rubber and rubber compounds and make articles, such as industrial accessories, footwear, domestic articles, sports and life-saving equipment and pneumatic tires, from natural and synthetic rubber and plastics, by extruding, moulding, laminating and vulcanising. Makers of sewn and stitched garments, gloves, furniture coverings and trimmings of rubber, rubberised or plastic materials are classified in minor group 7-9. Workers treating crude rubber (latex) to coagulate and cure (smoke) it are classified in 7-49.90.;Production and related workers, transport equipment operators and labourers;"Workers in this major group are engaged in or directly associated with the extraction of minerals, petroleum and natural gas from the earth and their treatment; manufacturing processes; the construction, maintenance and repair of various types of roads, structures, machines and other products. Also included are those who handle materials, operate transport and other equipment and perform labouring tasks requiring primarily physical effort.";1;Rubber and Plastics Product Makers (except Tire Makers and Tire Vulcanisers);"Workers in this until group knead and blend raw rubber and rubber compounds and work natural and synthetic rubber and plastics in the manufacture of such products as moulded footwear, domestic articles, toys, sporting equipment, insulating materials, industrial accessories and life-saving equipment. Their functions include: kneading, mixing and blending raw rubber and rubber compounds for further processing; producing sheets of rubber or rubberised fabric by a rolling process; operating machines extruding compounded rubber; shaping uncured rubber by moulding; assembling domestic and other rubber goods; shaping plastic materials by injection-moulding, compression-moulding and extrusion; laminating plastics or plastic-impregnated materials; assembling or fabricating plastic products; and performing related tasks.";65;Plastics Laminator;Operates a machine in which layers of plastics or plastic-impregnated materials are heated and pressed to form a solid laminated product.;90165;9-01.65
